artist,year,color,paint_id,artwork_name,artwork_url
Pissarro,1866,#2d1206,4711,Banks of the river Marne in winter,https://uploads8.wikiart.org/images/Pissarro-pissarro/banks-of-the-river-marne-in-winter-1866.jpg
Pissarro,1866,#beb6a0,5425,Study for The Banks of Marne in Winter,https://uploads3.wikiart.org/images/Pissarro-pissarro/study-for-the-banks-of-marne-in-winter-1866.jpg
Pissarro,1866,#8e9198,5608,Pere Gallien&#39;s House at Pontoise,https://uploads6.wikiart.org/images/Pissarro-pissarro/pere-gallien-s-house-at-pontoise-1866.jpg
Pissarro,1867,#1d1413,4781,View of l&#39;Hermitage at Pontoise,https://uploads5.wikiart.org/images/Pissarro-pissarro/view-of-l-hermitage-at-pontoise-1867.jpg
Pissarro,1867,#a5d3f5,4893,L&#39;Hermitage at Pontoise,https://uploads1.wikiart.org/images/Pissarro-pissarro/l-hermitage-at-pontoise.jpg
Pissarro,1867,#bccfcd,4933,"jalais hill, pontoise",https://images.metmuseum.org/CRDImages/ep/original/DT1859.jpg
Pissarro,1867,#5b3b13,4984,"The Gardens of l&#39;Hermitage, Pontoise",https://uploads4.wikiart.org/images/Pissarro-pissarro/the-gardens-of-l-hermitage-pontoise.jpg
Pissarro,1867,#1b1517,5168,Still Life,https://uploads2.wikiart.org/images/Pissarro-pissarro/still-life-1867.jpg
Pissarro,1867,#9da49d,5185,"jallais hill, pontoise",http://www.wga.hu/art/p/pissarro/Pissarro/1/ponto01.jpg
Pissarro,1867,#14130b,5240,Landscape with Factory,https://uploads5.wikiart.org/images/Pissarro-pissarro/landscape-with-factory-1867.jpg
Pissarro,1867,#403b27,5291,The Maidservant,https://uploads7.wikiart.org/images/Pissarro-pissarro/the-maidservant-1867.jpg
Pissarro,1867,#ae846b,5388,A Square in La Roche Guyon,https://uploads4.wikiart.org/images/Pissarro-pissarro/a-square-in-la-roche-guyon.jpg
Pissarro,1867,#c9bba1,5513,"View of l&#39;Hermitage, Jallais Hills, Pontoise",https://uploads2.wikiart.org/images/Pissarro-pissarro/view-of-l-hermitage-jallais-hills-pontoise.jpg
Pissarro,1868,#3f4f31,4885,Apple Trees at Pontoise,https://uploads6.wikiart.org/images/Pissarro-pissarro/apple-trees-at-pontoise-1868.jpg
Pissarro,1868,#36291e,4990,Village Church,https://uploads1.wikiart.org/images/Pissarro-pissarro/village-church.jpg
Pissarro,1868,#382820,5173,A Village through the Trees,https://uploads5.wikiart.org/images/Pissarro-pissarro/a-village-through-the-trees.jpg
Pissarro,1868,#8fbac2,5522,View of Pontoise: Quai au Pothuis,https://uploads6.wikiart.org/images/Pissarro-pissarro/view-of-pontoise-quai-au-pothuis-1868.jpg
Pissarro,1869,#c9c5c8,4622,The froggybog at Bougival,https://uploads8.wikiart.org/images/Pissarro-pissarro/the-froggybog-at-bougival-1869.jpg
Pissarro,1869,#a8b0a1,4646,Entering the Forest of Marly (Snow Effect),https://uploads0.wikiart.org/images/Pissarro-pissarro/entering-the-forest-of-marly-snow-effect.jpg
Pissarro,1869,#d6e7ed,4795,The Versailles Road at Louveciennes,https://uploads0.wikiart.org/images/Pissarro-pissarro/the-versailles-road-at-louveciennes-1869.jpg
Pissarro,1869,#1d1a19,5022,the versailles road at louveciennes (snow),http://www.wga.hu/art/p/pissarro/Pissarro/3/winter01.jpg
Pissarro,1869,#120c09,5025,Landscape at Louveciennes,https://uploads3.wikiart.org/images/Pissarro-pissarro/landscape-at-louveciennes.jpg
Pissarro,1869,#e7d0ae,5116,"road, winter sun and snow (detail)",http://www.wga.hu/art/p/pissarro/Pissarro/3/winter03.jpg
Pissarro,1869,#9ab7c5,5305,The Lock at Pontoise,https://uploads7.wikiart.org/images/Pissarro-pissarro/the-lock-at-pontoise.jpg
Pissarro,1869,#b4bcc8,5473,"road, winter sun and snow",http://www.wga.hu/art/p/pissarro/Pissarro/3/winter02.jpg
Pissarro,1870,#332c17,4651,"The House of Monsieur Musy, Louveciennes",https://uploads4.wikiart.org/images/Pissarro-pissarro/the-house-of-monsieur-musy-louveciennes-1870.jpg
Pissarro,1870,#3c2b2c,4666,"fox hill, upper norwood",http://www.wga.hu/art/p/pissarro/Pissarro/3/winter04.jpg
Pissarro,1870,#cdd8f1,4701,"Upper Norwood, Crystal Palace, London",https://uploads1.wikiart.org/images/Pissarro-pissarro/upper-norwood-chrystal-palace-london-1870.jpg
Pissarro,1870,#433a17,4739,The Forest,https://uploads2.wikiart.org/images/Pissarro-pissarro/the-forest-1870.jpg
Pissarro,1870,#a39470,4836,The Louveciennes Road,https://uploads4.wikiart.org/images/Pissarro-pissarro/the-louveciennes-road-1870.jpg
Pissarro,1870,#3e3f21,4865,"St. Stephen&#39;s Church, Lower Norwood",https://uploads7.wikiart.org/images/Pissarro-pissarro/st-stephen-s-church-lower-norwood-1870.jpg
Pissarro,1870,#6f6232,4903,The road,https://uploads6.wikiart.org/images/Pissarro-pissarro/the-road-1.jpg
Pissarro,1870,#46301b,5017,View of Marly le Roi,https://uploads3.wikiart.org/images/Pissarro-pissarro/view-of-marly-le-roi-1870.jpg
Pissarro,1870,#b0a38b,5102,the road from versailles at louveciennes,http://www.wga.hu/art/p/pissarro/Pissarro/1/louvec2.jpg
Pissarro,1870,#becac4,5194,Landscape at Louveciennes,https://uploads8.wikiart.org/images/Pissarro-pissarro/landscape-at-louveciennes-1870.jpg
Pissarro,1870,#443119,5235,"Chestnut Trees, Louveciennes, Spring",https://uploads8.wikiart.org/images/Pissarro-pissarro/chestnut-trees-louveciennes-spring-1870.jpg
Pissarro,1870,#42361c,5249,Landscape near Louveciennes 2,https://uploads3.wikiart.org/images/Pissarro-pissarro/landscape-near-louveciennes-2-1870.jpg
Pissarro,1870,#413929,5255,the mailcoach at louveciennes,http://www.wga.hu/art/p/pissarro/Pissarro/1/louvec1.jpg
Pissarro,1870,#d2c9c2,5271,"study of upper norwood, london",http://www.wga.hu/art/p/pissarro/Pissarro/6/graphic1.jpg
Pissarro,1870,#25110e,5405,Louviciennes,https://uploads8.wikiart.org/images/Pissarro-pissarro/louviciennes.jpg
Pissarro,1870,#1d1411,5411,Stagecoach to Louveciennes,https://uploads0.wikiart.org/images/Pissarro-pissarro/stagecoach-to-louveciennes-1870.jpg
Pissarro,1870,#928a81,5499,Landscape near Louveciennes,https://uploads1.wikiart.org/images/Pissarro-pissarro/landscape-near-louveciennes-1870.jpg
Pissarro,1870,#a5a8a9,5527,The Banks of the Oise at Pontoise,https://uploads7.wikiart.org/images/Pissarro-pissarro/the-banks-of-the-oise-at-pontoise-1870.jpg
Pissarro,1870,#9b9996,5586,The Road to Versailles at Louveciennes,https://uploads3.wikiart.org/images/Pissarro-pissarro/the-road-to-versailles-at-louveciennes-1870.jpg
Pissarro,1870,#211f07,5596,The Pine Trees of Louveciennes,https://uploads4.wikiart.org/images/Pissarro-pissarro/the-pine-trees-of-louveciennes-1870.jpg
Pissarro,1871,#dbbc89,4673,"All Saints&#39; Church, Upper Norwood",https://uploads5.wikiart.org/images/Pissarro-pissarro/all-saints-church-upper-norwood-1871.jpg
Pissarro,1871,#5e4021,4699,"Road to Saint Germain, Louveciennes",https://uploads8.wikiart.org/images/Pissarro-pissarro/road-to-saint-germain-louveciennes-1871.jpg
Pissarro,1871,#b5bab8,4738,snow at louveciennes,http://www.wga.hu/art/p/pissarro/Pissarro/3/winter05.jpg
Pissarro,1871,#a9a296,4766,"The Crystal Palace, London",https://uploads8.wikiart.org/images/Pissarro-pissarro/the-crystal-palace-london-1871.jpg
Pissarro,1871,#b5a89c,4768,Road to Racquencourt,https://uploads3.wikiart.org/images/Pissarro-pissarro/road-to-racquencourt-1871.jpg
Pissarro,1871,#4b3225,4779,The Road to Louveciennes at the Outskirts of the Forest,https://uploads2.wikiart.org/images/Pissarro-pissarro/the-road-to-louveciennes-at-the-outskirts-of-the-forest-1871.jpg
Pissarro,1871,#d1d3d3,4970,"lordship lane station, dulwich",http://www.wga.hu/art/p/pissarro/Pissarro/4/variou2.jpg
Pissarro,1871,#b5b8b4,4986,Louveciennes,https://uploads4.wikiart.org/images/Pissarro-pissarro/louveciennes-1871.jpg
Pissarro,1871,#392617,5020,The Banks of the Seine at Bougival,https://uploads8.wikiart.org/images/Pissarro-pissarro/the-banks-of-the-seine-at-bougival-1871.jpg
Pissarro,1871,#5f3b33,5093,"The Avenue, Sydenham",https://uploads2.wikiart.org/images/Pissarro-pissarro/the-avenue-sydenham-1871.jpg
Pissarro,1871,#91633c,5115,"Study for &#39;All Saints&#39; Church, Upper Norwood&#39;",https://uploads6.wikiart.org/images/Pissarro-pissarro/study-for-all-saints-church-upper-norwood-1871.jpg
Pissarro,1871,#543328,5184,Lower Norwood,https://uploads5.wikiart.org/images/Pissarro-pissarro/lower-norwood-1871.jpg
Pissarro,1871,#855133,5312,"Dulwich College, London",https://uploads5.wikiart.org/images/Pissarro-pissarro/dulwich-college-london-1871.jpg
Pissarro,1871,#291810,5343,"Autumn Landscape, near Pontoise",https://uploads8.wikiart.org/images/Pissarro-pissarro/autumn-landscape-near-pontoise.jpg
Pissarro,1871,#eef0f7,5393,The Seine at Marly,https://uploads1.wikiart.org/images/Pissarro-pissarro/the-seine-at-marly-1871.jpg
Pissarro,1871,#3b2617,5497,"Landscape under Snow, Upper Norwood",https://uploads8.wikiart.org/images/Pissarro-pissarro/landscape-under-snow-upper-norwood-1871.jpg
Pissarro,1871,#a8998f,5537,"Near Sydenham Hill, Looking towards Lower Norwood",https://uploads4.wikiart.org/images/Pissarro-pissarro/near-sydenham-hill-looking-towards-lower-norwood-1871.jpg
Pissarro,1871,#998ea0,5570,Outskirts of Louveciennes,https://uploads8.wikiart.org/images/Pissarro-pissarro/outskirts-of-louveciennes-1871.jpg
Pissarro,1871,#6a4e37,5597,"Lordship Lane Station, Dulwich",https://uploads3.wikiart.org/images/Pissarro-pissarro/lordship-lane-station-dulwich-1871.jpg
Pissarro,1872,#e2922c,4650,Portrait of Jeanne,https://uploads1.wikiart.org/images/Pissarro-pissarro/portrait-of-jeanne-1872.jpg
Pissarro,1872,#b2b7b7,4669,Louveciennes Road Snow Effect,https://uploads3.wikiart.org/images/Pissarro-pissarro/louveciennes-road-snow-effect-1872.jpg
Pissarro,1872,#422b1b,4680,Louveciennes,https://uploads4.wikiart.org/images/Pissarro-pissarro/louveciennes-1872.jpg
Pissarro,1872,#655141,4696,"The Road from Versailles to Saint Germain, Louveciennes. Snow Effect",https://uploads4.wikiart.org/images/Pissarro-pissarro/the-road-from-versailles-to-saint-germain-louveciennes-snow-effect-1872.jpg
Pissarro,1872,#684841,4707,The Seine at Port Marly,https://uploads6.wikiart.org/images/Pissarro-pissarro/the-seine-at-port-marly-1872.jpg
Pissarro,1872,#3e3b3a,4715,louveciennes,http://www.wga.hu/art/p/pissarro/Pissarro/3/winter06.jpg
Pissarro,1872,#ebdec1,4717,"Thaw, Pontoise",https://uploads5.wikiart.org/images/Pissarro-pissarro/thaw-pontoise-1872.jpg
Pissarro,1872,#4a3018,4720,Boulevard des Fosses. Pontoise,https://uploads7.wikiart.org/images/Pissarro-pissarro/boulevard-des-fosses-pontoise.jpg
Pissarro,1872,#453f34,4725,entrance to the village of voisins le bretonneux,http://www.wga.hu/art/p/pissarro/Pissarro/4/variou3.jpg
Pissarro,1872,#8b7155,4729,Still Life with Apples and Pitcher,https://uploads8.wikiart.org/images/Pissarro-pissarro/still-life-with-apples-and-pitcher-1872.jpg
Pissarro,1872,#b4afac,4746,Road in Port Maryl,https://uploads1.wikiart.org/images/Pissarro-pissarro/road-in-port-maryl-1872.jpg
Pissarro,1872,#754e3f,4753,"September Fete, Pontoise",https://uploads6.wikiart.org/images/Pissarro-pissarro/september-fete-pontoise-1872.jpg
Pissarro,1872,#af8061,4771,Apples and Pears in a Round Basket,https://uploads8.wikiart.org/images/Pissarro-pissarro/apples-and-pears-in-a-round-basket-1872.jpg
Pissarro,1872,#c9c2ac,4837,Landscape with a Cowherd,https://uploads2.wikiart.org/images/Pissarro-pissarro/landscape-with-a-cowherd.jpg
Pissarro,1872,#d1c4c5,4879,Wash House at Bougival,https://uploads5.wikiart.org/images/Pissarro-pissarro/wash-house-at-bougival-1872.jpg
Pissarro,1872,#bacae2,4881,Street Winter Sunlight and Snow,https://uploads0.wikiart.org/images/Pissarro-pissarro/street-winter-sunlight-and-snow.jpg
Pissarro,1872,#26241c,4895,Landscape with Strollers Relaxing under the Trees,https://uploads5.wikiart.org/images/Pissarro-pissarro/landscape-with-strollers-relaxing-under-the-trees-1872.jpg
Pissarro,1872,#472b16,4898,Chestnut Orchard in Winter,https://uploads0.wikiart.org/images/Pissarro-pissarro/chestnut-orchard-in-winter-1872.jpg
Pissarro,1872,#779ba8,4925,Spring at Pontoise,https://uploads1.wikiart.org/images/Pissarro-pissarro/spring-at-pontoise-1872.jpg
Pissarro,1872,#4a311c,4935,Landscape with Small Stream,https://uploads1.wikiart.org/images/Pissarro-pissarro/landscape-with-small-stream-1872.jpg
Pissarro,1872,#2a2920,4942,the wash house at port marly,http://www.wga.hu/art/p/pissarro/Pissarro/4/variou4.jpg
Pissarro,1872,#a49a9a,4943,Apples Trees at Pontoise,https://uploads2.wikiart.org/images/Pissarro-pissarro/apples-trees-at-pontoise.jpg
Pissarro,1872,#352f27,4951,chestnut trees at louveciennes,http://www.wga.hu/art/p/pissarro/Pissarro/1/louvec3.jpg
Pissarro,1872,#271c07,4966,Orchards at Louveciennes,https://uploads7.wikiart.org/images/Pissarro-pissarro/orchards-at-louveciennes-1872.jpg
Pissarro,1872,#786736,4969,the four seasons autumn,http://www.wga.hu/art/p/pissarro/Pissarro/4/season3.jpg
Pissarro,1872,#282119,4985,"Trees on a Hill, Autumn, Landscape in Louveciennes",https://uploads4.wikiart.org/images/Pissarro-pissarro/trees-on-a-hill-autumn-landscape-in-louveciennes-1872.jpg
Pissarro,1872,#17120b,5000,Pontoise banks of the Oise,https://uploads0.wikiart.org/images/Pissarro-pissarro/pontoise-banks-of-the-oise-1872.jpg
Pissarro,1872,#443c1e,5021,"Entrance to the Village of Voisins, Yvelines",https://uploads8.wikiart.org/images/Pissarro-pissarro/entrance-to-the-village-of-voisins-yvelines-1872.jpg
Pissarro,1872,#728db4,5071,the four seasons spring,http://www.wga.hu/art/p/pissarro/Pissarro/4/season1.jpg
Pissarro,1872,#9fb2ce,5098,A Road in Louveciennes,https://uploads5.wikiart.org/images/Pissarro-pissarro/a-road-in-louveciennes-1872.jpg
Pissarro,1872,#d3d2c9,5110,"Landscape With A White Horse In A Field, L&#39;Ermitage",https://uploads6.wikiart.org/images/Pissarro-pissarro/landscape-with-a-white-horse-in-a-field-l-ermitage-1872.jpg
Pissarro,1872,#6b6e40,5118,The House in the Forest,https://uploads6.wikiart.org/images/Pissarro-pissarro/the-house-in-the-forest-1872.jpg
Pissarro,1872,#a0a29a,5120,Barges on Pontoise,https://uploads1.wikiart.org/images/Pissarro-pissarro/barges-on-pontoise-1872.jpg
Pissarro,1872,#acb09f,5174,Chestnut Trees at Louveciennes,https://uploads4.wikiart.org/images/Pissarro-pissarro/chestnut-trees-at-louveciennes-1872.jpg
Pissarro,1872,#7a789a,5177,The Road from Versalles to Saint Germain at Louveciennes,https://uploads3.wikiart.org/images/Pissarro-pissarro/the-road-from-versalles-to-saint-germain-at-louveciennes-1872.jpg
Pissarro,1872,#b6ceee,5265,"Orchard in Blossom, Louveciennes",https://uploads5.wikiart.org/images/Pissarro-pissarro/orchard-in-blossom-louveciennes-1872.jpg
Pissarro,1872,#53453f,5272,Street Snow Effect,https://uploads1.wikiart.org/images/Pissarro-pissarro/street-snow-effect-1872.jpg
Pissarro,1872,#8aa5e0,5432,"orchard in blossom, louveciennes",http://www.wga.hu/art/p/pissarro/Pissarro/1/louvec4.jpg
Pissarro,1872,#99949b,5489,Riverbanks in Pontoise,https://uploads5.wikiart.org/images/Pissarro-pissarro/riverbanks-in-pontoise-1872.jpg
Pissarro,1872,#562e22,5505,Sunset,https://uploads7.wikiart.org/images/Pissarro-pissarro/sunset-1872.jpg
Pissarro,1872,#8b7856,5517,still life with apples and pitcher,https://images.metmuseum.org/CRDImages/ep/original/DT1862.jpg
Pissarro,1872,#614433,5540,Pontoise Dam,https://uploads4.wikiart.org/images/Pissarro-pissarro/pontoise-dam-1872.jpg
Pissarro,1872,#441c17,5559,Portrait of Jeanne Rachel (Minette),https://uploads7.wikiart.org/images/Pissarro-pissarro/portrait-of-jeanne-rachel-minette-1872.jpg
Pissarro,1872,#b0c3e0,5560,"Street in the Snow, Louveciennes",https://uploads0.wikiart.org/images/Pissarro-pissarro/street-in-the-snow-louveciennes.jpg
Pissarro,1872,#91a6b4,5591,the four seasons,http://www.wga.hu/art/p/pissarro/Pissarro/4/season.jpg
Pissarro,1872,#c5dccd,5593,"Chestnut Trees, Louveciennes, Winter",https://uploads8.wikiart.org/images/Pissarro-pissarro/chestnut-trees-louveciennes-winter-1872.jpg
Pissarro,1872,#aeb1c0,5605,"Carriage on a Country Road, Winter, Outskirts of Louveciennes",https://uploads6.wikiart.org/images/Pissarro-pissarro/carriage-on-a-country-road-winter-outskirts-of-louveciennes-1872.jpg
Pissarro,1872,#6382ad,5619,the four seasons summer,http://www.wga.hu/art/p/pissarro/Pissarro/4/season2.jpg
Pissarro,1872,#c6b2a8,5620,Path of Hermitage at Pontoise,https://uploads3.wikiart.org/images/Pissarro-pissarro/path-of-hermitage-at-pontoise-1872.jpg
Pissarro,1872,#392d22,5621,"The House in the Fields, Rueil",https://uploads3.wikiart.org/images/Pissarro-pissarro/the-house-in-the-fields-rueil-1872.jpg
Pissarro,1872,#1a180f,5635,the four seasons winter,http://www.wga.hu/art/p/pissarro/Pissarro/4/season4.jpg
Pissarro,1873,#49261f,4641,"Kitchen Gardens at l&#39;Hermitage, Pontoise",https://uploads4.wikiart.org/images/Pissarro-pissarro/kitchen-gardens-at-l-hermitage-pontoise-1873.jpg
Pissarro,1873,#834b29,4649,The Red House,https://uploads5.wikiart.org/images/Pissarro-pissarro/the-red-house-1873.jpg
Pissarro,1873,#b88a6a,4662,Chrysanthemums In a Chinese Vase,https://uploads6.wikiart.org/images/Pissarro-pissarro/chrysanthemums-in-a-chinese-vase-1873.jpg
Pissarro,1873,#9fa3b9,4686,"June Morning, View over the Hills over Pontoise",https://uploads2.wikiart.org/images/Pissarro-pissarro/june-morning-view-over-the-hills-over-pontoise-1873.jpg
Pissarro,1873,#362a1c,4697,Jeanne Holding a fan,https://uploads7.wikiart.org/images/Pissarro-pissarro/jeanne-holding-a-fan.jpg
Pissarro,1873,#745d3e,4769,Hoarfrost,https://uploads1.wikiart.org/images/Pissarro-pissarro/hoarfrost-1873.jpg
Pissarro,1873,#c7d0cc,4841,Landscape with Flooded Fields,https://uploads3.wikiart.org/images/Pissarro-pissarro/landscape-with-flooded-fields-1873.jpg
Pissarro,1873,#312412,4873,"Pontoise, the Road to Gisors in Winter",https://uploads2.wikiart.org/images/Pissarro-pissarro/pontoise-the-road-to-gisors-in-winter-1873.jpg
Pissarro,1873,#d0deeb,4888,"The Court House, Pontoise",https://uploads7.wikiart.org/images/Pissarro-pissarro/the-court-house-pontoise-1873.jpg
Pissarro,1873,#30120e,4901,"Bourgeois House in l&#39;Hermitage, Pontoise",https://uploads4.wikiart.org/images/Pissarro-pissarro/bourgeois-house-in-l-hermitage-pontoise-1873.jpg
Pissarro,1873,#d2851a,4949,Self Portrait,https://uploads5.wikiart.org/images/Pissarro-pissarro/self-portrait-1873.jpg
Pissarro,1873,#8c7b65,4987,white frost,http://www.wga.hu/art/p/pissarro/Pissarro/4/variou5.jpg
Pissarro,1873,#bfb7b6,5043,Bouquet of Flowers,https://uploads1.wikiart.org/images/Pissarro-pissarro/bouquet-of-flowers-1873.jpg
Pissarro,1873,#9fa7a5,5045,View of Pontoise,https://uploads8.wikiart.org/images/Pissarro-pissarro/view-of-pontoise-1873.jpg
Pissarro,1873,#232113,5058,Landscape at Pontoise,https://uploads8.wikiart.org/images/Pissarro-pissarro/landscape-at-pontoise.jpg
Pissarro,1873,#bca43b,5079,Town Garden in Pontoise,https://uploads6.wikiart.org/images/Pissarro-pissarro/town-garden-in-pontoise-1873.jpg
Pissarro,1873,#5e5b46,5133,The Factory,https://uploads3.wikiart.org/images/Pissarro-pissarro/the-factory-1873.jpg
Pissarro,1873,#ccbeab,5137,"Village Street, Auvers-sur-Oise",https://uploads4.wikiart.org/images/Pissarro-pissarro/village-street-auvers-sur-oise-1873.jpg
Pissarro,1873,#a49ca6,5192,The River Oise near Pontoise,https://uploads2.wikiart.org/images/Pissarro-pissarro/the-river-oise-near-pontoise-1873.jpg
Pissarro,1873,#e2f2f1,5196,"Road from Osny to Pontoise, Hoar Frost",https://uploads2.wikiart.org/images/Pissarro-pissarro/road-from-osny-to-pontoise-hoar-frost-1873.jpg
Pissarro,1873,#c0d4de,5250,Landscape at Pontoise 2,https://uploads1.wikiart.org/images/Pissarro-pissarro/landscape-at-pontoise-2.jpg
Pissarro,1873,#321814,5264,"The street of the Citadelle, Pontoise",https://uploads1.wikiart.org/images/Pissarro-pissarro/the-street-of-the-citadelle-pontoise-1873.jpg
Pissarro,1873,#c9ae97,5302,"The Cabbage Field, Pontoise",https://uploads0.wikiart.org/images/Pissarro-pissarro/the-cabbage-field-pontoise-1873.jpg
Pissarro,1873,#999399,5353,The Railroad Crossing at Les Patis,https://uploads3.wikiart.org/images/Pissarro-pissarro/the-railroad-crossing-at-les-patis.jpg
Pissarro,1873,#66584b,5394,Misty Morning at Creil,https://uploads5.wikiart.org/images/Pissarro-pissarro/misty-morning-at-creil-1873.jpg
Pissarro,1873,#929d98,5421,"The haystack, Pontoise",https://uploads4.wikiart.org/images/Pissarro-pissarro/the-haystack-pontoise-1873.jpg
Pissarro,1873,#77685b,5424,self-portrait,http://www.wga.hu/art/p/pissarro/Pissarro/5/00selfpo.jpg
Pissarro,1873,#867e70,5526,the hermitage at pontoise,http://www.wga.hu/art/p/pissarro/Pissarro/1/ponto03.jpg
Pissarro,1873,#a9aea7,5550,"Pontoise, Les Mathurins",https://uploads5.wikiart.org/images/Pissarro-pissarro/pontoise-les-mathurins-1873.jpg
Pissarro,1873,#081604,5553,Chestnut Trees at Osny,https://uploads5.wikiart.org/images/Pissarro-pissarro/chestnut-trees-at-osny-1873.jpg
Pissarro,1873,#2d231d,5556,"street in pontoise, winter (detail)",http://www.wga.hu/art/p/pissarro/Pissarro/3/winter08.jpg
Pissarro,1873,#973321,5610,Pink Peonies,https://uploads4.wikiart.org/images/Pissarro-pissarro/pink-peonies-1873.jpg
Pissarro,1873,#d7d6d5,5629,"street in pontoise, winter",http://www.wga.hu/art/p/pissarro/Pissarro/3/winter07.jpg
Pissarro,1874,#222820,4655,Study for &#39;La Batterie a Montfoucault&#39;,https://uploads5.wikiart.org/images/Pissarro-pissarro/study-for-la-batterie-a-montfoucault.jpg
Pissarro,1874,#544514,4780,Ploughland,https://uploads2.wikiart.org/images/Pissarro-pissarro/ploughland-1874.jpg
Pissarro,1874,#454640,4844,Piette&#39;s Home on Montfoucault,https://uploads3.wikiart.org/images/Pissarro-pissarro/piette-s-home-on-montfoucault-1874.jpg
Pissarro,1874,#5f4d49,4847,Snow at Montfoucault,https://uploads3.wikiart.org/images/Pissarro-pissarro/snow-at-montfoucault-1874.jpg
Pissarro,1874,#443e3e,4926,Farm at Montfoucault 2,https://uploads5.wikiart.org/images/Pissarro-pissarro/farm-at-montfoucault-2-1874.jpg
Pissarro,1874,#a39674,4948,Portrait of Monsieur Louis Estruc,https://uploads2.wikiart.org/images/Pissarro-pissarro/portrait-of-monsieur-louis-estruc.jpg
Pissarro,1874,#5e574c,4968,"snow at l'hermitage, pontoise",http://www.wga.hu/art/p/pissarro/Pissarro/3/winter13.jpg
Pissarro,1874,#9ba2ac,5001,"A Street in l&#39;Hermitage, Pontoise",https://uploads1.wikiart.org/images/Pissarro-pissarro/a-street-in-l-hermitage-pontoise.jpg
Pissarro,1874,#3d3714,5006,The Hermitage at Pontoise,https://uploads8.wikiart.org/images/Pissarro-pissarro/the-hermitage-at-pontoise-1874.jpg
Pissarro,1874,#272b2d,5053,Mother Jolly,https://uploads4.wikiart.org/images/Pissarro-pissarro/mother-jolly-1874.jpg
Pissarro,1874,#cdd9b4,5065,Bridge at Montfoucault,https://uploads5.wikiart.org/images/Pissarro-pissarro/bridge-at-montfoucault-1874.jpg
Pissarro,1874,#404338,5067,Sunlight on the Road Pontoise,https://uploads3.wikiart.org/images/Pissarro-pissarro/sunlight-on-the-road-pontoise-1874.jpg
Pissarro,1874,#9d958c,5084,snow at montfoucault,http://www.wga.hu/art/p/pissarro/Pissarro/3/winter10.jpg
Pissarro,1874,#1f1715,5085,the road to l'hermitage in the snow,http://www.wga.hu/art/p/pissarro/Pissarro/3/winter12.jpg
Pissarro,1874,#212715,5091,a cowherd at pontoise,http://www.wga.hu/art/p/pissarro/Pissarro/1/ponto02.jpg
Pissarro,1874,#2d2722,5100,The Potato Harvest,https://uploads1.wikiart.org/images/Pissarro-pissarro/the-potato-harvest-1874.jpg
Pissarro,1874,#456042,5119,Girl Tending a Cow in Pasture,https://uploads3.wikiart.org/images/Pissarro-pissarro/girl-tending-a-cow-in-pasture-1874.jpg
Pissarro,1874,#87a5c4,5150,Portrait of Madame Felicie Vellay Estruc,https://uploads0.wikiart.org/images/Pissarro-pissarro/portrait-of-madame-felicie-vellay-estruc.jpg
Pissarro,1874,#ce9a6d,5156,"Kitchen Garden at the Hermitage, Pontoise",https://uploads5.wikiart.org/images/Pissarro-pissarro/kitchen-garden-at-the-hermitage-pontoise-1874.jpg
Pissarro,1874,#3f3325,5160,"Landscape with Rocks, Montfoucault",https://uploads7.wikiart.org/images/Pissarro-pissarro/landscape-with-rocks-montfoucault-1874.jpg
Pissarro,1874,#40413d,5205,The Pond at Montfoucault,https://uploads7.wikiart.org/images/Pissarro-pissarro/the-pond-at-montfoucault-1874.jpg
Pissarro,1874,#ebdabc,5222,portrait of Cezanne czanne,https://images.metmuseum.org/CRDImages/dp/original/DP821712.jpg
Pissarro,1874,#717957,5259,"a cowherd at valhermeil, auvers-sur-oise",https://images.metmuseum.org/CRDImages/ep/original/DT1556.jpg
Pissarro,1874,#c7b7a9,5266,Landscape at l&#39;Hermitage,https://uploads7.wikiart.org/images/Pissarro-pissarro/landscape-at-l-hermitage-1874.jpg
Pissarro,1874,#2c2b1c,5345,"A Cowherd on the Route de Chou, Pontoise",https://uploads4.wikiart.org/images/Pissarro-pissarro/a-cowherd-on-the-route-de-chou-pontoise-1874.jpg
Pissarro,1874,#7e7054,5359,"The street of Hermitage, Pontoise",https://uploads6.wikiart.org/images/Pissarro-pissarro/the-street-of-hermitage-pontoise-1874.jpg
Pissarro,1874,#332d20,5365,Farm at Montfoucault,https://uploads3.wikiart.org/images/Pissarro-pissarro/farm-at-montfoucault-1874.jpg
Pissarro,1874,#323421,5368,The Countryside in the Vicinity of Conflans Saint Honorine,https://uploads5.wikiart.org/images/Pissarro-pissarro/the-countryside-in-the-vicinity-of-conflans-saint-honorine-1874.jpg
Pissarro,1874,#827670,5408,"Snow at the Hermitage, Pontoise",https://uploads4.wikiart.org/images/Pissarro-pissarro/snow-at-the-hermitage-pontoise-1874.jpg
Pissarro,1874,#c89a66,5412,White Horse on a Farm,https://uploads8.wikiart.org/images/Pissarro-pissarro/white-horse-on-a-farm.jpg
Pissarro,1874,#5d583e,5423,the public garden at pontoise,https://images.metmuseum.org/CRDImages/ep/original/DT1868.jpg
Pissarro,1874,#564653,5430,"L&#39;Hermitage, Pontoise Snow Effect",https://uploads6.wikiart.org/images/Pissarro-pissarro/l-hermitage-pontoise-snow-effect-1874.jpg
